trust_code,site_code,year,trust_name,trust_type,site_name,site_type,area_occupied_m2,volume_heated_m3,area_patient_m2,area_nonpatient_m2,consumed_gas_kwh,consumed_oil_kwh,consumed_coal_kwh,consumed_electricity_green_kwh,consumed_fuel_green_kwh,water_total_m3,waste_incineration_tonnes,waste_alternative_tonnes,waste_landfill_tonnes,waste_eee_tonnes,waste_recycling_tonnes,consumed_electricity_total_kwh,produced_electricity_green_kwh,waste_onsite_tonnes,waste_total_tonnes,occupied_area_m2,waste_total_index,waste_recycling_index,electricity_index,gas_index_vol,electricity_green_index
R1L,R1LTH,2018-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,SAFFRON WALDEN COMMUNITY HOSPITAL,MIXED SERVICE HOSPITAL,3765.0,8962.0,2629.0,1136.0,1804822.0,,,0.0,,,0.3,4.3,25.1,,2.1,256455.0,,,31.800000000000004,3765.0,0.008446215139442232,0.0005577689243027889,68.11553784860558,201.38607453693373,0.0
R1L,R1LTH,2019-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,SAFFRON WALDEN COMMUNITY HOSPITAL,MIXED SERVICE HOSPITAL,2765.0,8962.0,2100.0,665.0,1804822.0,,,0.0,,,0.3,4.3,25.1,,2.1,256455.0,,,31.800000000000004,2765.0,0.011500904159132009,0.0007594936708860759,92.750452079566,201.38607453693373,0.0
R1L,R1LTH,2020-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,SAFFRON WALDEN COMMUNITY HOSPITAL,MIXED SERVICE HOSPITAL,2765.0,8962.0,2100.0,665.0,1804822.0,,,0.0,,,0.3,4.3,25.1,,2.1,256455.0,,,31.800000000000004,2765.0,0.011500904159132009,0.0007594936708860759,92.750452079566,201.38607453693373,0.0
R1L,R1LTH,2021-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,SAFFRON WALDEN COMMUNITY HOSPITAL,MIXED SERVICE HOSPITAL,0.0,8962.0,2097.0,665.0,1804822.0,,,0.0,,,0.3,4.3,25.1,,2.1,256455.0,,,31.800000000000004,2762.0,0.01151339608979001,0.0007603186097031137,92.85119478638667,201.38607453693373,0.0
R1L,R1LX1,2018-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"THE ST. AUBYN'S CENTRE, COLCHESTER",MENTAL HEALTH,4140.0,10475.0,3789.0,351.0,83826.0,0.0,0.0,460345.0,0.0,1426.0,0.09,1.03,3.03,,27.3,0.0,0.0,,31.450000000000003,4140.0,0.007596618357487923,0.006594202898550725,0.0,8.002482100238664,111.19444444444444
R1L,R1LX1,2019-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"THE ST. AUBYN'S CENTRE, COLCHESTER",MENTAL HEALTH,4140.0,10475.0,3789.0,351.0,131121.0,0.0,0.0,448420.0,0.0,3690.0,1.2,0.0,4.9,0.0,1.5,0.0,0.0,0.0,7.6000000000000005,4140.0,0.0018357487922705316,0.00036231884057971015,0.0,12.517517899761337,108.31400966183575
R1L,R1LX1,2020-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"THE ST. AUBYN'S CENTRE, COLCHESTER",MENTAL HEALTH,4140.0,10475.0,3789.0,351.0,138478.0,0.0,0.0,479888.0,0.0,3700.0,0.46,0.71,11.25,,5.0,0.0,0.0,0.0,17.42,4140.0,0.004207729468599034,0.0012077294685990338,0.0,13.219856801909307,115.91497584541062
R1L,R1LX1,2021-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"THE ST. AUBYN'S CENTRE, COLCHESTER",MENTAL HEALTH,4140.0,10475.0,3789.0,351.0,130462.0,0.0,0.0,573517.0,0.0,1472.0,0.13,3.5,8.1,,2.1,0.0,0.0,0.0,13.83,4140.0,0.0033405797101449274,0.0005072463768115942,0.0,12.454606205250597,138.5306763285024
R1L,R1LX3,2018-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"WOOD LEA CLINIC, BEDFORD",LEARNING DISABILITIES,668.0,1536.0,668.0,0.0,294857.0,0.0,0.0,0.0,0.0,1220.0,0.21,7.02,1.29,,4.1,270915.0,0.0,,12.62,668.0,0.018892215568862274,0.006137724550898203,405.561377245509,191.96419270833334,0.0
R1L,R1LX3,2019-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"WOOD LEA CLINIC, BEDFORD",MENTAL HEALTH,668.0,1536.0,668.0,0.0,278721.0,0.0,0.0,0.0,0.0,1220.0,0.04,0.0,4.4,0.0,0.7,157582.0,0.0,0.0,5.140000000000001,668.0,0.007694610778443115,0.0010479041916167664,235.9011976047904,181.458984375,0.0
R1L,R1LX3,2020-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"WOOD LEA CLINIC, BEDFORD",MENTAL HEALTH,668.0,1536.0,668.0,0.0,278721.0,0.0,0.0,0.0,0.0,1220.0,0.05,0.0,6.9,,2.1,105528.0,0.0,0.0,9.05,668.0,0.013547904191616767,0.0031437125748502996,157.9760479041916,181.458984375,0.0
R1L,R1LX3,2021-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"WOOD LEA CLINIC, BEDFORD",MENTAL HEALTH,668.0,1536.0,668.0,0.0,278721.0,0.0,0.0,0.0,0.0,1220.0,0.1,0.3,4.2,,1.1,105528.0,0.0,0.0,5.700000000000001,668.0,0.008532934131736529,0.0016467065868263474,157.9760479041916,181.458984375,0.0
R1L,R1LY4,2018-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"LANDERMERE CENTRE MENTAL HEALTH WARDS, CLACTON-ON-SEA",MENTAL HEALTH,1702.0,4702.0,1528.0,174.0,486649.0,0.0,0.0,0.0,0.0,1982.0,0.08,1.58,7.65,,41.85,5123.0,0.0,,51.160000000000004,1702.0,0.030058754406580495,0.024588719153936546,3.009988249118684,103.49829859634198,0.0
R1L,R1LY4,2019-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"LANDERMERE CENTRE MENTAL HEALTH WARDS, CLACTON-ON-SEA",MENTAL HEALTH,1702.0,4702.0,1528.0,174.0,153145.0,0.0,0.0,0.0,0.0,2147.0,2.5,0.6,8.7,0.0,0.9,401555.0,0.0,0.0,12.7,1702.0,0.007461809635722679,0.0005287896592244418,235.93125734430083,32.570182900893236,0.0
R1L,R1LY4,2020-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"LANDERMERE CENTRE MENTAL HEALTH WARDS, CLACTON-ON-SEA",MENTAL HEALTH,1702.0,4702.0,1528.0,174.0,152115.0,0.0,0.0,0.0,0.0,1944.0,0.05,1.76,13.6,,1.9,152640.0,0.0,0.0,17.31,1702.0,0.010170387779083431,0.0011163337250293772,89.68272620446534,32.35112717992344,0.0
R1L,R1LY4,2021-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"LANDERMERE CENTRE MENTAL HEALTH WARDS, CLACTON-ON-SEA",MENTAL HEALTH,1702.0,4702.0,1528.0,174.0,437317.0,0.0,0.0,0.0,0.0,1703.0,0.34,3.04,12.6,,1.06,139670.0,0.0,0.0,17.04,1702.0,0.010011750881316098,0.0006227967097532316,82.06227967097533,93.00659293917482,0.0
R1L,R1LY5,2018-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"MOUNTNESSING COURT, BILLERICAY",MENTAL HEALTH,1314.0,3712.0,1020.0,294.0,341990.0,0.0,0.0,0.0,0.0,2233.0,0.23,1.47,30.05,,5.17,84522.0,0.0,,36.92,1314.0,0.028097412480974127,0.00393455098934551,64.32420091324201,92.13092672413794,0.0
R1L,R1LY5,2019-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"MOUNTNESSING COURT, BILLERICAY",MENTAL HEALTH,1314.0,3712.0,1020.0,294.0,333137.0,0.0,0.0,0.0,0.0,1568.0,0.95,0.4,6.9,0.0,1.2,82861.0,0.0,0.0,9.45,1314.0,0.007191780821917807,0.0009132420091324201,63.06012176560122,89.74595905172414,0.0
R1L,R1LY5,2020-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"MOUNTNESSING COURT, BILLERICAY",MENTAL HEALTH,1314.0,3712.0,1020.0,294.0,333597.0,0.0,0.0,0.0,0.0,2147.0,0.19,0.28,10.4,,1.86,85866.0,0.0,0.0,12.73,1314.0,0.009687975646879756,0.0014155251141552512,65.34703196347031,89.86988146551724,0.0
R1L,R1LY5,2021-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"MOUNTNESSING COURT, BILLERICAY",MENTAL HEALTH,1314.0,3712.0,1020.0,294.0,289433.0,0.0,0.0,0.0,0.0,1163.0,0.0,0.0,8.4,,1.6,48438.0,0.0,0.0,10.0,1314.0,0.0076103500761035,0.0012176560121765602,36.863013698630134,77.97225215517241,0.0
R1L,R1LY9,2018-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"BASILDON MENTAL HEALTH UNIT, BASILDON",MENTAL HEALTH,6537.0,18630.0,5737.0,800.0,2483014.0,450.0,0.0,0.0,0.0,9238.0,0.66,63.84,3.28,,67.86,1128853.0,0.0,,135.64,6537.0,0.020749579317729843,0.010380908673703533,172.68670644026312,133.28040794417606,0.0
R1L,R1LY9,2019-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"BASILDON MENTAL HEALTH UNIT, BASILDON",MENTAL HEALTH,6537.0,18630.0,5737.0,800.0,2351265.0,325.0,0.0,0.0,0.0,13244.0,1.2,4.01,0.0,0.0,0.59,1122662.0,0.0,,5.8,6537.0,0.0008872571515985926,9.0255468869512e-05,171.7396359186171,126.2085346215781,0.0
R1L,R1LY9,2020-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"BASILDON MENTAL HEALTH UNIT, BASILDON",MENTAL HEALTH,6537.0,18630.0,5737.0,800.0,2293605.0,127.0,0.0,0.0,0.0,10859.0,0.68,0.13,51.3,,6.2,1127805.0,0.0,,58.31,6537.0,0.008919993880985161,0.0009484472999847025,172.5263882514915,123.11352657004831,0.0
R1L,R1LY9,2021-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,"BASILDON MENTAL HEALTH UNIT, BASILDON",MENTAL HEALTH,6537.0,18630.0,5737.0,800.0,2519457.0,317.0,0.0,0.0,0.0,13592.0,0.39,2.3,89.0,,6.4,1177874.0,0.0,0.0,98.09,6537.0,0.015005354137983784,0.0009790423741777574,180.18571210035185,135.2365539452496,0.0
R1L,R1LZC,2018-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,BYRON COURT - 5 HEATH CLOSE,LEARNING DISABILITIES,655.0,1506.0,655.0,0.0,141157.0,0.0,0.0,0.0,0.0,629.0,0.0,0.0,27.2,,7.21,86221.0,0.0,,34.41,655.0,0.05253435114503816,0.01100763358778626,131.6351145038168,93.72974767596281,0.0
R1L,R1LZC,2019-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,BYRON COURT - 5 HEATH CLOSE,LEARNING DISABILITIES,655.0,1506.0,655.0,0.0,139952.0,0.0,0.0,76714.0,0.0,629.0,0.7,0.01,5.3,0.0,1.0,0.0,0.0,0.0,7.01,655.0,0.010702290076335878,0.0015267175572519084,0.0,92.92961487383798,117.1206106870229
R1L,R1LZC,2020-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,BYRON COURT - 5 HEATH CLOSE,LEARNING DISABILITIES,655.0,1506.0,655.0,0.0,148758.0,0.0,0.0,76714.0,0.0,630.0,0.27,0.06,7.8,,1.2,0.0,0.0,0.0,9.329999999999998,655.0,0.014244274809160302,0.00183206106870229,0.0,98.77689243027888,117.1206106870229
R1L,R1LZC,2021-01-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,ACUTE - MULTI-SERVICE,BYRON COURT - 5 HEATH CLOSE,LEARNING DISABILITIES,655.0,1506.0,655.0,0.0,175787.0,0.0,0.0,77899.0,0.0,1885.0,0.02,1.18,10.4,,3.1,0.0,0.0,0.0,14.7,655.0,0.022442748091603053,0.004732824427480916,0.0,116.72443559096945,118.92977099236641
RA2,RA201,2015-01-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,ROYAL SURREY COUNTY HOSPITAL,GENERAL ACUTE HOSPITAL,68950.0,155863.0,39892.0,29214.0,18738492.0,29738.0,0.0,14169028.0,0.0,110966.0,115.15,430.33,473.04,6.08,198.53,0.0,,,1217.05,69106.0,0.017611350678667554,0.002872833039099355,0.0,120.22411990016874,205.03325326310306
RA2,RA201,2016-01-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,ROYAL SURREY COUNTY HOSPITAL,GENERAL ACUTE HOSPITAL,68893.0,156282.0,39759.0,29134.0,18324165.0,31868.0,0.0,13307969.0,0.0,170156.0,304.995,490.595,236.52,,377.40999999999997,0.0,,,1409.52,68893.0,0.020459553220211053,0.005478205332907552,0.0,117.25064306829961,193.16866735372244
RA2,RA201,2017-01-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,ROYAL SURREY COUNTY HOSPITAL,GENERAL ACUTE HOSPITAL,68566.0,168281.0,39759.0,28797.0,22902119.0,31461.0,0.0,13412609.0,0.0,194491.0,494.84,550.86,0.0,,556.29,0.0,,,1601.99,68556.0,0.023367611879339518,0.008114388237353404,0.0,136.0945026473577,195.64456794445417
RA2,RA201,2018-01-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,ROYAL SURREY COUNTY HOSPITAL,GENERAL ACUTE HOSPITAL,68566.0,214611.0,39759.0,8269.0,22401386.0,33263.0,0.0,14171660.0,0.0,210532.0,118.96,791.04,0.0,,180.9,0.0,0.0,,1090.9,48028.0,0.02271383359706838,0.0037665528441742317,0.0,104.38135044336032,295.07079203797787
RA2,RA201,2019-01-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,ROYAL SURREY COUNTY HOSPITAL,GENERAL ACUTE HOSPITAL,74000.0,235038.0,65416.0,8202.0,19817824.0,449210.0,0.0,13669652.0,0.0,210516.0,626.09,285.77,0.0,11.44,63.08,0.0,0.0,0.0,974.94,73618.0,0.013243228558233042,0.00085685566030047,0.0,84.31753163318272,185.6835556521503
RA2,RA201,2020-01-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,ROYAL SURREY COUNTY HOSPITAL,GENERAL ACUTE HOSPITAL,74544.87229999999,235102.0,64338.0,7778.0,20439809.0,1214.0,0.0,0.0,0.0,139181.0,638.2199999999999,343.14,0.0,,38.29,13856309.0,0.0,0.0,1019.6499999999999,72116.0,0.014139026013644682,0.0005309501358921737,192.1391785456764,86.94017490280814,0.0
RA2,RA201,2021-01-01,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ACUTE - MEDIUM,ROYAL SURREY COUNTY HOSPITAL,GENERAL ACUTE HOSPITAL,74570.73969999999,235275.0,57062.0,14481.0,23026292.0,14693.0,0.0,0.0,0.0,139748.0,507.29,385.64,0.0,,45.02,13974251.0,0.0,0.0,937.95,71543.0,0.013110297303719442,0.0006292719064059378,195.32660078554156,97.86969291254914,0.0
RA4,RA430,2011-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,40017.0,118476.0,16910.0,15965.0,13529704.0,854016.0,0.0,0.0,0.0,69420.0,41.9,164.1,231.2,27.4,67.11019999999999,5918342.0,,,504.3102,32875.0,0.01534023422053232,0.0020413749049429655,180.02561216730038,114.19784597724434,0.0
RA4,RA430,2012-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,42009.0,124573.0,16909.0,17755.0,16761057.0,76935.0,0.0,0.0,0.0,78084.0,52.54,158.63,206.92,7.3,159.65,4634338.0,,,577.74,34664.0,0.016666858989153013,0.004605642741749365,133.69311100853912,134.54807221468536,0.0
RA4,RA430,2013-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,39190.0,118409.0,16909.0,15427.0,19000012.0,74083.0,0.0,0.0,0.0,50172.0,56.75,136.61,235.21,14.5,166.56,3427110.0,,,595.1300000000001,32336.0,0.018404564571994065,0.005150915388421573,105.98435180603661,160.46087712927226,0.0
RA4,RA430,2014-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,42087.0,118409.0,16909.0,15427.0,17648719.0,112235.0,0.0,0.0,0.0,52938.0,52.28,133.18,218.43,4.8,164.75,3564929.0,,,568.64,32336.0,0.017585353785254824,0.005094940623453736,110.24644359228105,149.04879696644682,0.0
RA4,RA430,2015-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,36141.0,100515.0,16714.0,15158.0,16699829.0,243262.0,0.0,2879778.0,0.0,51417.0,50.56,171.09,171.94,5.7,172.85,0.0,,,566.44,31872.0,0.01777233935742972,0.0054232555220883535,0.0,166.14265532507585,90.35448042168674
RA4,RA430,2016-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,40764.0,116607.0,23212.0,17364.0,16495813.0,172649.0,0.0,2391819.0,0.0,50066.0,37.925,218.79000000000002,155.065,,181.04,0.0,,,592.82,40576.0,0.014610114353312303,0.004461750788643533,0.0,141.46503211642525,58.94664333596214
RA4,RA430,2017-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,40577.0,116607.0,25843.0,14645.0,26579288.0,143548.0,0.0,289478.0,0.0,51527.0,25.29,266.49,138.19,,189.23,2122835.0,,,619.2,40488.0,0.015293420272673386,0.004673730488045841,52.43121418691958,227.93904311061942,7.14972337482711
RA4,RA430,2018-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,41309.0,116830.0,25843.0,14645.0,26999161.0,132146.0,0.0,152484.0,0.0,51781.0,39.78,281.88,99.57,,182.28,1580286.0,0.0,,603.51,40488.0,0.014905898043864848,0.00450207468879668,39.0309721398933,231.0978430197723,3.7661529342027267
RA4,RA430,2019-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,41101.0,116583.0,28136.0,12833.0,20065984.0,173965.0,0.0,254759.0,0.0,53079.0,319.43,122.83,163.72,10.42,193.29,2175251.0,0.0,0.0,799.27,40969.0,0.019509141057873026,0.0047179574800458885,53.09504747492006,172.1175814655653,6.2183358148844246
RA4,RA430,2020-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,54937.691,116583.0,35253.0,10534.0,17691217.0,111213.0,0.0,0.0,0.0,54971.0,206.0,125.46,7.58,,178.81,3729387.0,0.0,0.0,517.8499999999999,45787.0,0.011309978814947472,0.003905256950662852,81.45078297333305,151.74782772788487,0.0
RA4,RA430,2021-01-01,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ACUTE - SMALL,YEOVIL DISTRICT HOSPITAL,GENERAL ACUTE HOSPITAL,54937.691,116598.0,35263.0,10542.0,17929052.0,111213.0,0.0,0.0,0.0,45530.0,146.76,183.49,10.78,,247.5,2587976.0,0.0,0.0,588.53,45805.0,0.012848597314703634,0.0054033402466979585,56.499858094094535,153.76809207705105,0.0
RA7,RA701,2011-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,87609.0,319977.0,26556.0,49095.0,87330.0,0.0,0.0,1096265.0,0.0,98096.0,165.5,410.19,721.9,3.0,181.66260000000003,13298780.0,,,1479.2526000000003,75651.0,0.019553642384105965,0.002401324503311259,175.79119905883596,0.272925866546658,14.49108405705146
RA7,RA701,2012-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,85790.0,303919.0,56897.0,28903.0,99626.0,0.0,0.0,1210343.0,0.0,87684.0,183.6,433.8,996.0,8.31,261.0,13501284.0,,,1874.4,85800.0,0.02184615384615385,0.003041958041958042,157.3576223776224,0.3278044478956564,14.106561771561772
RA7,RA701,2013-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,88539.0,313658.0,73721.0,14818.0,49699.0,0.0,0.0,1223952.0,0.0,108679.0,180.0,394.0,614.0,17.4,174.0,13939940.0,,,1362.0,88539.0,0.015383051536610985,0.001965235658862196,157.4440641976982,0.158449648980737,13.823874224917834
RA7,RA701,2014-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,88539.0,313658.0,73721.0,14818.0,39736.0,0.0,0.0,1154209.0,0.0,111787.0,173.0,297.0,695.0,2.4,256.0,13277754.0,,,1421.0,88539.0,0.016049424547374604,0.0028913811992455304,149.9650323586216,0.12668575327267279,13.036164853906188
RA7,RA701,2015-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,96687.0,372463.0,87329.0,17887.0,21435.0,0.0,0.0,1506345.0,0.0,118479.0,0.0,0.0,586.1,0.93,277.0,15277881.0,,,863.1,105216.0,0.008203125,0.0026326794403892942,145.20492130474452,0.057549340471402526,14.316691377737227
RA7,RA701,2016-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY MAIN SITE,GENERAL ACUTE HOSPITAL,170916.0,681055.0,104936.0,65980.0,41720956.0,696892.0,0.0,52520.0,0.0,206996.0,141.585,114.71,1036.035,,295.98,25208268.0,,,1588.3100000000002,170916.0,0.009292927519951323,0.0017317278663202978,147.48922277610055,61.259305048784604,0.307285450162653
RA7,RA701,2017-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,172959.0,681055.0,106549.0,65536.0,58165341.0,868669.0,0.0,55804.0,0.0,232480.0,283.17,229.42,1485.97,,314.96,25831953.0,,,2313.52,172085.0,0.013444053810616845,0.0018302583025830257,150.1115902025162,85.40476319827327,0.32428160502077463
RA7,RA701,2018-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,172959.0,681055.0,106549.0,65536.0,56964168.0,727117.0,0.0,42964.0,0.0,207952.0,281.66,219.9,1424.47,,327.08,23266808.0,0.0,,2253.11,172085.0,0.013093006363134499,0.0019006886131853443,135.2053229508673,83.64106863616007,0.2496673155707935
RA7,RA701,2019-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,180677.0,681055.0,111150.0,68399.0,56233223.0,737045.0,0.0,26060518.0,0.0,223504.0,284.64,471.79,1109.4,0.63,311.59,0.0,0.0,0.0,2177.42,179549.0,0.012127163058552262,0.0017354037059521355,0.0,82.56781464052095,145.14432271970327
RA7,RA701,2020-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,SPECIALIST ACUTE HOSPITAL,182884.0,681055.0,111150.0,69523.0,56625012.0,1143487.0,0.0,26186210.0,0.0,219440.0,312.81,599.66,1017.26,,364.68,0.0,0.0,0.0,2294.41,180673.0,0.012699241170512472,0.0020184532276543814,0.0,83.1430824235928,144.93704095243893
RA7,RA701,2021-01-01,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,ACUTE - TEACHING,BRISTOL ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,182884.0,681055.0,111150.0,69523.0,72768196.0,675780.0,0.0,15964715.0,0.0,222631.0,1240.49,712.0,43.61,,206.19,0.0,0.0,0.0,2202.29,180673.0,0.01218936974534103,0.0011412330564057717,0.0,106.84628407397346,88.36248360297333
RA7,RA773,2013-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,SOUTH BRISTOL NHS COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,10890.0,45408.0,6739.0,2973.0,2030737.0,15711.0,0.0,0.0,0.0,6963.0,10.41,17.35,44.99,0.0,68.4,1732190.0,,,141.15,9712.0,0.01453356672158155,0.007042833607907743,178.3556425041186,44.722009337561666,0.0
RA7,RA773,2014-01-01,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ACUTE - TEACHING,SOUTH BRISTOL COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,10890.0,45408.0,6739.0,2973.0,2363159.0,37771.0,0.0,161955.0,0.0,13634.0,25.64,5.15,44.91,0.0,21.99,1638526.0,,,97.68999999999998,9712.0,0.010058690280065896,0.0022642092257001644,168.7114909390445,52.04278981677238,16.67576194398682
