Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Hard FM (Estates) costs (£),Soft FM (Hotel Services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Income from services provided to other organisations (£),Gross internal site floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Un-utilised space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to present (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),CHP units operated on the site (No.),Full load rating of the electrical generator plant (kW),Fossil energy input to the CHP system/s (kWh),Thermal energy output of the CHP system/s (kWh),Electrical energy output of the CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy cost (all energy supplies) (£),Electricity consumed - utility (kWh),Gas consumed - utility (kWh),Oil  consumed - utility (kWh),Coal consumed - utility (kWh),Electricity consumed - local (kWh),Steam consumed - local (kWh),Hot water consumed - local (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Water and sewage cost (£),Water volume (including borehole) (m³),Waste cost (£),Preparing for re-use volume (Tonnes),Waste recycling volume (Tonnes),Other recovery volume (Tonnes),High temperature disposal waste weight (Tonnes),High temperature disposal waste weight involving combustion with energy recovery (Tonnes),Non burn treatment (alternative treatment plant) disposal waste weight (Tonnes),Landfill disposal waste weight (Tonnes),Waste electrical and electronic equipment (WEEE) weight (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Do you charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),In-patient food services cost (£),In-patient main meals requested (No.),Cost of feeding one in-patient per day (in-patient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Portering (internal patient transport) service cost (£),Portering staff (WTE),Occupied floor area (m²),Occupied beds (No.),PFI Unitary charges (£),Hard FM (Estates) costs (£),Soft FM (Hotel  Services) costs (£),Maintenance service costs (£),Energy cost (all energy supplies) (£),Energy consumed (all energy supplies) (kWh),Waste cost (£),Waste disposal weight (Tonnes),Cost of in-patient food services (£),In-patient main meals requested (No.),Cleaning services costs (£),Number of cleaning staff (No.),Laundry and linen service cost (£),Laundry and linen pieces per annum (No.),Portering (internal patient transport) service cost (£),Number of Portering (internal patient transport) staff (WTE)
RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP1A2,MANFIELD HEALTH CAMPUS,MULTI-SERVICE HOSPITAL,367662.00,324498.00,253638.00,367662.00,0.00,0.00,162041.00,3644.00,3644.00,100.00,10177.00,2924.00,0.00,2404.00,1240.00,0.00,0.00,0.00,16.00,14.00,14.00,0.00,0.00,78.36,0.00,0.00,0.00,0.00,0.00,0.00,21.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73017.00,353266.00,625719.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9123.00,3188.00,6713.00,0.00,4.16,0.00,4.93,0.00,0.00,4.16,0.00,100.00,4.00,0.00,0.00,No,139508.00,5.11,77909.00,17520.00,13.34,12506.00,53360.00,45342.00,2.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP1F2,ISEBROOK HOSPITAL,TREATMENT CENTRE,508408.00,790340.00,272922.00,345807.00,0.00,0.00,187676.00,7039.00,7039.00,100.00,19208.00,4281.00,0.00,4500.00,2539.00,0.00,0.00,0.00,49.00,44.00,17.00,6.00,0.00,0.00,12.84,0.00,0.00,22.92,0.00,0.00,64.24,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162673.00,715291.00,1758663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9506.00,3272.00,14548.00,0.00,24.36,0.00,16.72,0.00,0.00,9.61,0.00,0.00,0.00,0.00,0.00,No,256080.00,9.87,157892.00,53655.00,9.55,45082.00,132963.00,66386.00,2.90,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP1J6,DANETRE HOSPITAL,TREATMENT CENTRE,376086.00,549496.00,1744414.00,376086.00,0.00,0.00,149640.00,7350.00,7350.00,100.00,19960.00,2169.00,0.00,6778.00,572.00,0.00,0.00,0.00,28.00,29.00,16.00,16.00,84.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.56,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161002.00,668129.00,888098.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5669.00,1993.00,13565.00,0.00,20.02,0.00,8.00,0.00,0.00,9.22,0.00,0.00,0.00,0.00,0.00,No,194687.00,6.94,112382.00,27480.00,12.27,25807.00,102121.00,63060.00,3.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP1V4,BERRYWOOD HOSPITAL,MULTI-SERVICE HOSPITAL,516002.00,1613250.00,5424261.00,281577.00,0.00,0.00,0.00,13735.00,13735.00,100.00,35986.00,12261.00,3.10,11290.00,2445.00,0.00,0.00,0.00,122.00,112.00,122.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,397099.00,2367254.00,3723812.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12288.00,16805.00,19848.00,0.00,47.52,0.00,6.20,0.00,0.00,19.12,0.00,179.00,12.00,0.00,0.00,No,798681.00,31.44,43821.00,128115.00,10.25,113428.00,122662.00,0.00,0.00,13735.00,112.00,3490530.00,0.00,0.00,913602.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP1V5,THE WELLAND CENTRE,MULTI-SERVICE HOSPITAL,570967.00,705056.00,521446.00,570967.00,0.00,0.00,0.00,3357.00,2895.00,100.00,8106.00,1664.00,0.76,2622.00,273.00,0.00,0.00,13.75,40.00,42.00,42.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54331.00,288844.00,582405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5321.00,2261.00,4227.00,0.00,0.00,0.00,1.86,0.00,0.00,2.66,0.00,72.00,3.00,0.00,0.00,No,153330.00,5.14,101666.00,42705.00,14.96,26626.00,51059.00,44126.00,1.58,3357.00,42.00,867126.00,0.00,0.00,311802.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,ACUTE - SPECIALIST,RP401,GREAT ORMOND STREET HOSPITAL,SPECIALIST HOSPITAL,9085712.00,13872763.00,20222230.00,4341239.00,0.00,0.00,24536.00,96716.00,93752.00,81.00,229974.00,17468.00,2.51,42807.00,38497.00,15.98,12.62,2.70,245.00,217.00,144.00,50.00,0.00,33.98,30.26,3.23,0.00,0.00,1.46,5.94,25.13,100.00,276464.00,2264487.00,2035304.00,2918785.00,2707101.00,1.00,1409.00,27236973.00,10036600.00,10865300.00,0.00,0.00,2952472.00,14700524.00,39444385.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236173.00,101550.00,408601.00,0.00,277.09,645.41,91.29,0.00,368.79,2.88,5.93,0.00,0.00,0.00,0.00,None,4600000.00,235.00,815947.00,62754.00,8.69,515832.00,1517190.00,1200000.00,33.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RP5BA,BASSETLAW DISTRICT GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,3301280.00,4576078.00,3877516.00,673763.00,83206.00,2924.00,245398.00,39131.00,38132.00,100.00,105128.00,24702.00,11.18,18742.00,15295.00,38.00,54.00,12.00,231.00,181.00,22.00,27.00,0.00,6.40,14.00,38.10,24.80,3.00,1.80,0.00,11.90,100.00,498570.00,5998887.00,8610709.00,1322849.00,6723278.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,754150.00,5358900.00,8366195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79266.00,46936.00,140396.00,10.00,240.64,50.31,0.00,23.91,63.57,123.14,12.95,809.00,39.00,0.50,0.25,No,1214989.00,60.96,949367.00,228747.00,12.45,236730.00,859937.00,438086.00,19.43,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RP5DR,DONCASTER ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,8579147.00,11892007.00,9728476.00,1750931.00,275938.00,1861.00,22473.00,107626.00,107626.00,100.00,273225.00,44580.00,11.54,52617.00,45502.00,47.00,66.00,2.00,690.00,597.00,112.00,93.00,0.00,0.10,2.20,9.60,0.00,51.00,23.70,0.00,13.40,100.00,703460.00,16120474.00,4216439.00,445685.00,17297511.00,1.00,1150.00,5728645.00,2529768.00,1833166.00,0.00,0.00,2331892.00,11557080.00,34797543.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322375.00,173209.00,402240.00,17.00,687.46,272.92,0.00,86.70,400.87,377.64,17.00,1197.00,58.00,0.67,0.25,No,3505398.00,169.00,2039209.00,666094.00,9.18,797625.00,2565269.00,1659360.00,80.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RP5MM,MONTAGU HOSPITAL,GENERAL ACUTE HOSPITAL,1147469.00,1590568.00,1280263.00,234189.00,34001.00,35.00,0.00,14395.00,14015.00,100.00,36630.00,9634.00,3.59,8005.00,4799.00,29.00,34.00,16.00,56.00,51.00,23.00,6.00,0.00,11.70,27.70,24.50,0.90,17.00,3.30,0.00,14.90,100.00,165900.00,372913.00,172658.00,40572.00,542894.00,1.00,110.00,2001017.00,995487.00,618314.00,0.00,0.00,295748.00,1031646.00,5331709.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34835.00,14152.00,31225.00,2.00,60.32,13.58,0.00,4.02,21.39,39.00,3.50,334.00,36.00,0.30,0.10,No,522454.00,25.90,274549.00,62463.00,13.19,53092.00,223374.00,141204.00,7.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RP5OR,OFF SITE RESIDENCES,SUPPORT FACILITY,219842.00,304734.00,245283.00,44868.00,0.00,0.00,0.00,1508.00,1508.00,100.00,3360.00,812.00,0.25,0.00,1508.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,67.10,10.90,100.00,0.00,291758.00,186528.00,26343.00,296465.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,545933.00,104665.00,1325174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4928.00,1189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RP5RE,RETFORD HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,124920.00,173158.00,139363.00,25495.00,0.00,0.00,354711.00,1571.00,1571.00,0.00,3863.00,1571.00,0.16,1551.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.90,0.00,0.00,25.10,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13866.00,109424.00,229402.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1429.00,899.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,3428128.00,1562607.00,4710033.00,360740.00,0.00,0.00,0.00,18601.00,18601.00,41.46,48727.00,15074.00,4.93,9587.00,8560.00,44.09,42.64,22.11,0.00,0.00,0.00,0.00,0.00,24.94,29.14,15.94,1.78,2.26,0.08,0.00,25.86,100.00,1407105.00,1026871.00,3424209.00,1955270.00,830910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,364364.00,922180.00,370088.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14011.00,7780.00,32874.00,0.00,77.93,73.08,1.80,0.00,1.60,22.22,15.83,537.00,45.00,0.00,0.00,No,402113.00,10.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP705,LONG LEYS COURT,MULTI-SERVICE HOSPITAL,94697.00,117402.00,234057.00,24622.00,0.00,0.00,0.00,1423.00,1423.00,100.00,5494.00,1423.00,0.14,1409.00,14.00,0.00,100.00,17.09,16.00,13.00,0.00,16.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,220769.00,1317911.00,592476.00,255502.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20538.00,104173.00,63839.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1411.00,949.00,1954.00,0.00,3.15,2.33,0.37,0.00,0.00,0.48,0.35,0.00,0.00,0.00,0.00,No,57673.00,2.67,16728.00,62676.00,11.24,3939.00,3570.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP768,DISCOVERY HOUSE,LONG STAY HOSPITAL,201941.00,321589.00,1065403.00,90570.00,0.00,0.00,0.00,6989.00,6989.00,100.00,16774.00,3600.00,1.30,3600.00,3388.00,0.00,100.00,0.00,45.00,39.00,15.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,4396.00,9890.00,3956.00,101480.00,15656.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100215.00,508321.00,311505.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6886.00,4629.00,5402.00,0.00,5.60,8.15,0.90,0.00,0.00,1.73,0.35,16.00,2.00,0.00,0.00,No,169605.00,7.77,49275.00,159938.00,9.74,3573.00,1606.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP7CG,WITHAM  COURT,LONG STAY HOSPITAL,212191.00,414948.00,275059.00,77504.00,0.00,0.00,0.00,2946.00,2946.00,100.00,5809.00,2946.00,1.01,2425.00,521.00,100.00,100.00,0.00,37.00,33.00,0.00,2.00,0.00,0.00,14.00,86.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,262300.00,1702269.00,93319.00,295551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54424.00,182191.00,204509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5349.00,3389.00,5446.00,0.00,9.58,7.54,1.21,0.00,1.05,1.10,0.35,34.00,3.00,0.00,0.00,No,237288.00,9.56,44895.00,112738.00,7.53,16600.00,47066.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP7DC,MAPLE LODGE,SHORT TERM NON-ACUTE HOSPITAL,197311.00,96992.00,189996.00,36007.00,0.00,0.00,0.00,1128.00,1128.00,100.00,2347.00,993.00,0.27,726.00,402.00,0.00,0.00,0.00,15.00,12.00,5.00,10.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,69670.00,228612.00,106080.00,75344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19450.00,82200.00,97981.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1056.00,761.00,2214.00,0.00,1.98,3.25,0.23,0.00,0.24,0.43,0.70,33.00,3.00,0.00,0.00,No,41362.00,1.79,16425.00,48929.00,8.94,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP7EV,PETER  HODGKINSON  CENTRE,MULTI-SERVICE HOSPITAL,297982.00,540420.00,542336.00,120514.00,0.00,0.00,0.00,5772.00,5772.00,100.00,17317.00,3804.00,1.19,4291.00,1482.00,100.00,100.00,0.00,42.00,38.00,0.00,5.00,0.00,0.00,1.00,99.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,146930.00,2401335.00,3691447.00,266397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99275.00,201772.00,3089179.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10659.00,4009.00,7043.00,0.00,2.68,10.35,1.38,0.00,0.29,0.82,0.35,86.00,2.00,0.85,0.06,Yes,236121.00,10.44,45990.00,137061.00,8.94,8580.00,15489.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP7FK,FRANCIS  WILLIS  UNIT,SPECIALIST HOSPITAL,159010.00,119628.00,178576.00,44255.00,0.00,0.00,0.00,803.00,803.00,100.00,1906.00,803.00,0.57,753.00,50.00,0.00,0.00,0.00,15.00,14.00,1.00,14.00,0.00,22.00,0.00,78.00,0.00,0.00,0.00,0.00,0.00,100.00,4029.00,11722.00,300256.00,0.00,18062.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21829.00,65185.00,226279.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1973.00,892.00,2255.00,0.00,2.54,8.28,0.36,0.00,0.56,0.21,0.35,14.00,1.00,0.00,0.00,No,60748.00,2.53,16425.00,64800.00,11.84,2037.00,2705.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP7LA,PILGRIM HOSPITAL SITE,MULTI-SERVICE HOSPITAL,287557.00,484780.00,519411.00,77504.00,0.00,0.00,0.00,4288.00,4288.00,100.00,10408.00,1447.00,1.53,3345.00,943.00,100.00,100.00,18.63,37.00,33.00,0.00,17.00,0.00,0.00,0.00,79.00,21.00,0.00,0.00,0.00,0.00,100.00,0.00,227927.00,1751398.00,1373969.00,301853.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64790.00,267721.00,492544.00,628826.00,0.00,0.00,0.00,0.00,0.00,338534.00,8534.00,3754.00,5108.00,0.36,6.84,0.00,0.76,0.00,7.20,0.62,0.70,60.00,2.00,0.85,0.06,Yes,253333.00,11.75,41610.00,160836.00,11.92,14048.00,38722.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP7LP,MANTHORPE CENTRE,SHORT TERM NON-ACUTE HOSPITAL,131910.00,199562.00,230153.00,43386.00,0.00,0.00,0.00,1314.00,1314.00,100.00,3206.00,1314.00,0.21,1062.00,251.00,100.00,100.00,0.00,18.00,15.00,0.00,20.00,0.00,0.00,86.00,14.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,55121.00,1253625.00,33912.00,75887.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19598.00,167563.00,589876.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3549.00,1038.00,3515.00,0.00,5.01,6.01,0.50,0.00,4.73,0.00,0.35,32.00,2.00,0.85,0.06,Yes,105407.00,4.35,19710.00,70411.00,10.72,5329.00,17388.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RP7MA,ASH VILLA,SPECIALIST HOSPITAL,73101.00,167283.00,182403.00,44395.00,0.00,0.00,10410.00,1201.00,1201.00,100.00,3082.00,1111.00,0.99,1063.00,139.00,0.00,100.00,0.00,13.00,9.00,1.00,11.00,0.00,0.00,0.00,33.57,0.00,21.72,0.00,0.00,44.71,100.00,0.00,113993.00,391824.00,45704.00,101491.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22867.00,99830.00,272909.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,950.00,575.00,1796.00,0.00,1.90,2.81,0.25,0.00,0.00,0.36,0.35,24.00,1.00,0.00,0.00,No,82139.00,3.48,14235.00,70059.00,14.76,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
