Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Post Code,Estates and facilities finance costs (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Cost to eradicate Safety related Critical Infrastructure Risk (£),Cost to eradicate non-compliance related Critical Infrastructure Risk (£),Cost to eradicate continuity related Critical Infrastructure Risk (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Peak electrical load (MW),Maximum electrical load (MW),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP swab testing (Yes/No),Cleaning audit processes - UV light testing (Yes/No),Cleaning audit processes - Microbiological swab testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV320,ST CHARLES MHU,4. Mental Health (including Specialist services),1. Freehold,W10  6DZ,3095853.00,72784.00,0.00,0.00,334248.00,168993.00,0.00,0.00,14008.00,14008.00,100.00,32218.00,3.18,0.00,10500.00,3508.00,0.00,0.00,0.00,0.00,123.00,1.00,0.00,0.00,58.40,0.00,41.60,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204615.00,826475.00,4882560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26511.00,34331.00,19073.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,503776.00,19.60,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,503776.00,100.00,95.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,570829.00,92397.00,12.36,52908.00,112884.00,1. Full Service – Contracted,137682.00,5.14
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV329,3 BEATRICE PLACE,4. Mental Health (including Specialist services),1. Freehold,W8   5LW,219010.00,1121.00,0.00,0.00,44702.00,3601.00,0.00,0.00,1204.00,1204.00,100.00,3010.00,0.13,0.00,1067.00,137.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18753.00,129629.00,278011.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2283.00,1647.00,1485.00,0.00,0.00,0.00,0.00,633.00,4.36,1327.00,4.68,4.00,1.00,0.00,0.00,No,54493.00,2.90,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,54493.00,100.00,95.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,143105.00,17520.00,16.34,11983.00,29940.00,1. Full Service – Contracted,11834.00,0.44
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV332,SOUTH KENSINGTON & CHELSEA MHC,4. Mental Health (including Specialist services),1. Freehold,SW10 9NG,681361.00,1024.00,0.00,0.00,96600.00,133241.00,0.00,0.00,3706.00,3706.00,100.00,9265.00,0.28,0.00,2481.00,1225.00,0.00,0.00,33.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13447.00,541766.00,783348.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1926.00,0.00,0.00,7521.00,9739.00,5411.00,0.00,0.00,0.00,0.00,0.00,0.00,712.00,0.00,6.00,0.00,0.00,0.00,No,170983.00,6.00,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,201983.00,100.00,95.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,130674.00,13272.00,19.69,5090.00,19160.00,1. Full Service – Contracted,36425.00,1.36
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV346,GORDON HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,SW1V 2RH,575243.00,69055.00,0.00,0.00,172839.00,190047.00,0.00,0.00,5038.00,4412.00,100.00,12595.00,0.10,0.00,2498.00,1914.00,60.00,60.00,13.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61486.00,368756.00,626400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10139.00,10510.00,7623.00,0.00,0.00,0.00,0.00,0.00,0.00,10019.00,2.10,0.00,0.00,0.00,0.00,No,275932.00,8.50,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,275932.00,100.00,95.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,230617.00,43200.00,10.68,21226.00,55356.00,1. Full Service – Contracted,49517.00,1.85
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV351,HORTON REHABILITATION SERVICE,4. Mental Health (including Specialist services),1. Freehold,KT19 7HA,819872.00,52422.00,0.00,0.00,125048.00,7278.00,0.00,0.00,3812.00,3812.00,100.00,9530.00,1.81,0.00,3431.00,381.00,0.00,0.00,0.00,0.00,30.00,68.00,0.00,0.00,0.00,8.00,55.70,0.00,0.00,0.00,0.00,36.30,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63766.00,379420.00,1257809.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13694.00,10083.00,10293.00,0.00,0.00,0.00,0.00,3548.00,20.40,25773.00,38.10,41.00,2.00,0.00,0.00,No,195862.00,7.60,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,195862.00,100.00,95.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,109322.00,21060.00,10.38,0.00,0.00,0. No Service,37467.00,1.40
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV355,ROXBOURNE COMPLEX,4. Mental Health (including Specialist services),1. Freehold,HA2  0UE,575125.00,4403.00,0.00,0.00,44026.00,7735.00,0.00,0.00,1423.00,1423.00,100.00,3558.00,1.00,0.00,1110.00,313.00,0.00,0.00,0.00,0.00,5.00,27.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21412.00,104017.00,449886.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1978.00,1777.00,1673.00,0.00,0.00,0.00,0.00,424.00,3.12,8154.00,16.84,13.00,2.00,0.00,0.00,No,134155.00,4.75,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,134155.00,100.00,95.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,140516.00,25480.00,11.03,1835.00,7867.00,1. Full Service – Contracted,13986.00,0.52
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV357,ROSEDALE COURT,4. Mental Health (including Specialist services),1. Freehold,HA1  3YE,172928.00,0.00,0.00,0.00,30463.00,4749.00,0.00,0.00,787.00,787.00,100.00,1968.00,0.14,0.00,689.00,98.00,0.00,0.00,0.00,0.00,2.00,20.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10310.00,61760.00,258259.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14000.00,0.00,0.00,1946.00,1753.00,1814.00,0.00,0.00,0.00,0.00,605.00,6.24,6214.00,5.85,8.00,1.00,0.00,0.00,No,47860.00,1.60,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,47860.00,100.00,95.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,102863.00,16016.00,12.85,4998.00,10608.00,1. Full Service – Contracted,7735.00,0.29
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV383,NORTHWICK PARK MENTAL HEALTH CENTRE,6. Mental Health and Learning Disabilities,4. SLA/lease from NHS,HA1  3UJ,1586770.00,7859.00,0.00,0.00,13197.00,14049.00,0.00,0.00,5436.00,5436.00,100.00,13590.00,0.00,0.00,4621.00,815.00,0.00,0.00,0.00,0.00,69.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00,89.50,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90460.00,449701.00,1803276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11134.00,14418.00,8010.00,0.00,0.00,0.00,0.00,0.00,0.00,4004.00,0.00,0.00,0.00,0.00,0.00,None,275692.00,10.30,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,275692.00,100.00,95.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,306902.00,50960.00,12.04,22346.00,54852.00,1. Full Service – Contracted,53429.00,2.00
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV396,7A WOODFIELD ROAD,4. Mental Health (including Specialist services),1. Freehold,W9   2BA,725521.00,10716.00,0.00,0.00,134457.00,62630.00,0.00,0.00,3890.00,3149.00,100.00,9725.00,0.58,0.00,1943.00,1206.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61199.00,508698.00,768042.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40561.00,0.12,0.00,4147.00,3379.00,3100.00,0.00,0.00,0.00,0.00,0.00,0.00,5624.00,0.00,23.00,3.00,0.00,0.00,No,145514.00,4.00,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,145514.00,100.00,95.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,93475.00,9850.00,18.98,2994.00,5604.00,1. Full Service – Contracted,38234.00,1.43
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV3AN,HILLINGDON HOSPITAL MHU,4. Mental Health (including Specialist services),1. Freehold,UB8 3NN,1718517.00,30352.00,0.00,0.00,216268.00,134676.00,0.00,0.00,7805.00,7805.00,100.00,19513.00,1.57,0.00,6024.00,1781.00,0.00,0.00,0.00,0.00,48.00,9.00,0.00,0.00,0.00,0.00,57.40,42.60,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117500.00,937560.00,2116066.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50684.00,0.00,0.00,15252.00,19751.00,10973.00,0.00,0.00,0.00,0.00,0.00,0.00,3143.00,0.00,77.00,4.00,0.00,0.00,No,422951.00,13.80,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,422951.00,100.00,95.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,493660.00,76040.00,12.98,41135.00,75912.00,1. Full Service – Contracted,76714.00,2.86
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV3CA,KINGSWOOD CENTRE,6. Mental Health and Learning Disabilities,1. Freehold,NW9 9QY,535720.00,10135.00,0.00,0.00,73254.00,6438.00,0.00,0.00,2556.00,2556.00,100.00,6390.00,1.57,0.00,1801.00,755.00,0.00,0.00,0.00,0.00,6.00,22.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40107.00,300302.00,678470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64976.00,0.00,0.00,2116.00,2275.00,1927.00,0.00,0.00,0.00,0.00,442.00,2.91,9888.00,26.16,35.00,3.00,0.00,0.00,No,178139.00,8.00,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,178139.00,100.00,95.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,192825.00,24430.00,15.79,0.00,0.00,0. No Service,25122.00,0.94
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV3CX,1A BEATRICE PLACE,4. Mental Health (including Specialist services),1. Freehold,W8 5LW,219010.00,1121.00,0.00,0.00,44702.00,3601.00,0.00,0.00,1442.00,1442.00,100.00,3555.00,0.20,0.00,843.00,579.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19378.00,133947.00,287271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2359.00,1702.00,1534.00,0.00,0.00,0.00,0.00,633.00,4.36,22740.00,5.58,8.00,2.00,0.00,0.00,No,38489.00,1.30,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,38489.00,100.00,95.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,63291.00,7300.00,17.34,1550.00,2954.00,1. Full Service – Contracted,14173.00,0.53
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV3DY,ST PANCRAS HOSPITAL,3. Mixed service hospital,4. SLA/lease from NHS,NW1 0PE,2457766.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,3886.00,3886.00,100.00,8938.00,0.00,0.00,2000.00,1886.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,13.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV3HA,TOPAS,4. Mental Health (including Specialist services),7. Leased from NHS Property Services,MK2 3QH,437139.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,765.00,765.00,100.00,1760.00,0.00,0.00,740.00,25.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV3HD,CAMPBELL CENTRE,4. Mental Health (including Specialist services),7. Leased from NHS Property Services,MK6 5LD,662530.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,2884.00,2884.00,100.00,6633.00,0.00,0.00,2584.00,300.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV3HE,WINDSOR INTERMEDIATE CARE UNIT,7. Community hospital (with inpatient beds),9. Leased from commercial organisation - lease less than 99 years,MK3 6EN,78532.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,817.00,817.00,100.00,2043.00,0.00,0.00,793.00,24.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,,BR3 3BX,2387779.00,1202559.00,0.00,0.00,0.00,640922.00,0.00,0.00,41280.00,27625.00,67.00,136755.00,0.00,0.00,27625.00,0.00,0.00,0.00,5.00,0.00,180.00,679.00,0.00,0.00,2.75,21.52,4.79,9.90,2.82,1.16,2.88,54.18,100.00,13082.00,868260.00,803913.00,687917.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10631670.00,18696596.00,976934.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,16429.00,11188.00,12763.00,2275.00,4.36,31344.00,63.50,33311.00,236.34,118595.00,731.90,281.00,11.00,0.00,0.00,No,5560254.00,54.60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4605735.00,357552.00,13.00,226233.00,621061.00,1. Full Service – Contracted,2081421.00,66.66
