Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Post Code,Hard FM (Estates) costs (£),Soft FM (Hotel services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil  consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),"Fossil energy input to CHP system/s
 (kWh)","Thermal energy output of CHP system/s
 (kWh)","Electrical energy output of CHP system/s
 (kWh)",Exported electricity (kWh),Exported thermal energy (kWh),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),"Clinical waste cost
 (£)",Clinical waste volume (Tonnes),Special waste cost (£),Special waste volume (Tonnes),Domestic waste cost (£),"Waste recycling, recovery cost (£)",Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP Swab Testing (Yes/No),Cleaning audit processes - UV light Testing (Yes/No),Cleaning audit processes - Microbiological Swab Testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW1AN,HOLLYBANK,Mental Health,PO9 2AW,38805.00,165791.00,188142.00,22299.00,0.00,0.00,1136.00,1136.00,100.00,2900.00,761.00,0.31,1100.00,36.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17600.00,429.00,13304.00,81384.00,168805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,437.00,657.00,348.00,340.00,0.27,0.00,0.00,967.00,1307.00,14.00,2.00,0.00,0.00,No,46332.00,2.47,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,46332.00,100.00,85.00,98.00,0.00,0.00,75.00,0.00,0.00,0.00,63567.00,4745.00,13.59,2044.00,5508.00,1. Full Service – Contracted,81020.00,2.43
RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW1AR,SOUTHFIELD,Mental Health,SO40 2RZ,117476.00,232317.00,308378.00,82618.00,0.00,0.00,1513.00,1513.00,100.00,3532.00,1513.00,0.50,1300.00,213.00,0.00,0.00,0.00,0.00,23.00,3.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150000.00,3750.00,26671.00,186572.00,345290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3290.00,4935.00,2265.00,1467.00,3.09,0.00,0.00,2722.00,5264.00,24.00,2.00,0.00,0.00,No,90987.00,2.56,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,53880.00,67.00,85.00,91.00,27106.00,33.00,75.00,88.00,0.00,0.00,131702.00,10220.00,13.59,0.00,0.00,0. No Service,21432.00,1.00
RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW1FY,ROMSEY HOSPITAL,Community hospital (with inpatient beds),SO51 7ZA,151078.00,226119.00,241196.00,107187.00,0.00,0.00,1887.00,1887.00,100.00,4000.00,1299.00,1.60,1500.00,387.00,0.00,0.00,0.00,30.00,4.00,0.00,0.00,0.00,20.00,0.00,10.00,0.00,0.00,0.00,70.00,0.00,0.00,90000.00,123200.00,10152.00,32292.00,139974.00,430411.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,993.00,1489.00,592.00,2875.00,7.38,140.00,0.12,4085.00,7823.00,43.00,3.00,0.00,0.00,No,110394.00,3.44,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,93033.00,77.00,88.00,97.00,17361.00,23.00,75.00,97.00,0.00,0.00,78997.00,8030.00,13.59,20141.00,46405.00,1. Full Service – Contracted,23130.00,1.00
RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW1GE,ANTELOPE HOUSE,Mental Health,SO14 0YG,95476.00,377169.00,2984536.00,4402.00,0.00,0.00,6216.00,6216.00,100.00,14400.00,5000.00,0.90,3000.00,2000.00,0.00,0.00,15.00,15.00,62.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,53169.00,12.65,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW1YM,LYMINGTON NEW FOREST HOSPITAL,Community hospital (with inpatient beds),SO41 8QD,10609.00,424108.00,7123721.00,693.00,0.00,0.00,9405.00,9405.00,100.00,24140.00,5000.00,1.00,7000.00,2405.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,VL35F,PARK CROFT,Learning Disabilities,PO17 5EZ,0.00,0.00,43879.00,0.00,0.00,0.00,438.00,438.00,100.00,1095.00,250.00,0.83,400.00,38.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,No,0.00,0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,AGGRE,AGGREGATE SITE,Aggregate Site,M13 9WL,1949077.00,2047383.00,3946080.00,766538.00,0.00,0.00,77912.00,51684.00,62.24,78532.00,40922.00,22.23,30729.00,13889.00,25.00,25.00,12.40,0.00,0.00,0.00,0.00,12.12,7.05,2.05,12.10,8.23,2.94,1.29,54.22,76320.00,418799.00,839750.00,1556109.00,2890978.00,792003.00,2145290.00,3280554.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139437.00,17125.00,15903.00,0.00,0.00,23241.00,62.43,27789.00,24576.00,16.00,9.00,0.00,0.00,No,828877.00,7.22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,219077.00,5.33
RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RW301,ISLAND SITE,Mixed service hospital,M13 9WL,19484910.00,21267380.00,43987299.00,8170716.00,215075.00,1517.00,317973.00,229917.00,100.00,666759.00,62359.00,17.12,147324.00,82593.00,0.00,0.00,5.00,0.00,291.00,26.00,0.00,64.00,13.00,11.00,0.00,1.00,0.00,0.00,11.00,1545023.00,2753120.00,2032401.00,2561430.00,8891974.00,6746404.00,54139719.00,93487425.00,356400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,405136.00,271356.00,315876.00,0.00,0.00,542934.00,1212.91,568156.00,360571.00,3726.00,268.00,0.83,0.11,No,8051711.00,252.10,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,3473374.00,28.00,98.00,99.00,3670649.00,49.00,95.00,98.00,907688.00,23.00,93.00,97.00,0.00,0.00,4783071.00,1129069.00,11.88,1917493.00,5021009.00,1. Full Service – Contracted,2056866.00,73.30
RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RW3TR,TRAFFORD GENERAL HOSPITAL,General acute hospital,M41 5SL,2880232.00,4385169.00,3580876.00,1001032.00,0.00,0.00,52156.00,50936.00,100.00,137490.00,32073.00,9.54,30638.00,20298.00,14.00,6.00,6.00,0.00,32.00,2.00,0.00,1.00,36.00,25.00,13.00,1.00,2.00,2.00,20.00,0.00,3652030.00,2365745.00,5256320.00,11274095.00,1090609.00,5521031.00,14921692.00,25041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92640.00,51836.00,56792.00,834.00,1.95,35994.00,103.09,64464.00,39.00,843.00,38.00,0.00,0.08,No,1365720.00,50.08,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,294028.00,16.00,98.00,99.00,913357.00,60.00,95.00,98.00,158335.00,24.00,93.00,97.00,0.00,0.00,829266.00,242060.00,10.28,204514.00,618173.00,3. Hybrid,386272.00,12.40
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,L3 1DL,3168124.00,1534161.00,1336885.00,430372.00,0.00,0.00,14461.00,12453.00,55.00,38513.00,12397.00,1.57,3351.00,9102.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,18.00,25.00,19.00,2.00,3.00,0.00,0.00,33.00,10000.00,46600.00,72250.00,26550.00,64089.00,221748.00,1254503.00,1534725.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16472.00,20133.00,4898.00,3029.00,2.32,2111.00,0.28,40654.00,40654.00,343.00,14.00,0.00,0.00,None,156703.00,2.98,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3190.00,4413.00,2.16,4712.00,7600.00,3. Hybrid,0.00,0.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW401,RATHBONE HOSPITAL,Mental Health and Learning Disabilities,L13 4AW,1886802.00,857599.00,1488292.00,254985.00,0.00,0.00,7365.00,6830.00,100.00,19901.00,5079.00,1.80,3755.00,3075.00,0.00,0.00,0.00,0.00,65.00,2.00,0.00,55.48,0.00,0.00,0.00,0.00,0.00,0.00,44.52,10000.00,39100.00,54100.00,31600.00,51703.00,104512.00,531817.00,1607865.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28117.00,34365.00,17374.00,570.00,2.19,117.00,0.02,9375.00,9281.00,78.00,8.00,0.00,0.00,None,477092.00,16.57,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,0.00,0.00,0.00,0.00,438925.00,80.00,94.00,96.00,38167.00,20.00,75.00,96.00,0.00,0.00,243084.00,65067.00,11.32,7851.00,12129.00,3. Hybrid,0.00,0.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW402,AINTREE HOSPITAL,Mental Health,L9 7AL,1161278.00,286651.00,291976.00,42079.00,0.00,0.00,1503.00,1428.00,100.00,3428.00,883.00,0.11,784.00,644.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,13375.00,17300.00,30495.00,22934.00,27550.00,183008.00,703333.00,0.00,0.00,0.00,363434.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1325.00,5000.00,2316.00,927.00,1.08,337.00,0.04,1183.00,1183.00,0.00,0.00,0.00,0.00,None,97159.00,2.80,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,0.00,0.00,0.00,0.00,4333.00,100.00,85.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,65177.00,13584.00,14.40,754.00,2394.00,3. Hybrid,0.00,0.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW403,HESKETH CENTRE,Mental Health,PR9 0LT,727756.00,391614.00,384911.00,162010.00,0.00,0.00,4807.00,4453.00,100.00,13359.00,1429.00,1.00,1764.00,2689.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,13675.00,25815.00,8320.00,15951.00,51927.00,240396.00,1003247.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7918.00,9295.00,3513.00,714.00,1.03,25.00,0.00,6104.00,6204.00,95.00,6.00,0.00,0.00,None,237476.00,7.84,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,0.00,0.00,0.00,0.00,73618.00,13.00,95.00,92.00,163858.00,87.00,75.00,92.00,0.00,0.00,51682.00,24054.00,6.45,3649.00,19533.00,3. Hybrid,0.00,0.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW404,ASHWORTH HOSPITAL,Mental Health,L31 1HW,7922605.00,7763952.00,4836193.00,1355334.00,0.00,0.00,38045.00,36707.00,100.00,88045.00,35845.00,74.00,20788.00,15919.00,0.00,0.00,0.00,0.00,224.00,0.00,0.00,0.00,1.85,0.39,86.72,4.05,0.00,6.62,0.37,195000.00,285600.00,536300.00,154250.00,497864.00,798294.00,5121431.00,14817308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108439.00,149748.00,66653.00,1651.00,7.03,526.00,0.07,63221.00,56646.00,858.00,21.00,0.00,0.00,No,1256741.00,31.60,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,0.00,0.00,0.00,0.00,822989.00,45.00,93.00,98.00,433482.00,55.00,75.00,98.00,0.00,0.00,1124320.00,213957.00,15.74,18071.00,47840.00,3. Hybrid,185998.00,6.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW41E,CLOCK VIEW,Mental Health,L9 1EP,1771059.00,907450.00,3433619.00,184260.00,0.00,0.00,5794.00,5794.00,100.00,22827.00,6341.00,2.00,4000.00,1794.00,0.00,0.00,0.00,0.00,84.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114682.00,857210.00,203317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9253.00,5880.00,5044.00,3655.00,5.42,0.00,0.00,2476.00,2451.00,99.00,7.00,0.00,0.00,None,800312.00,28.70,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,1204921.00,71.00,95.00,95.00,164307.00,29.00,75.00,95.00,0.00,0.00,255112.00,77160.00,9.93,13250.00,75151.00,1. Full Service – Contracted,0.00,0.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW41K,BRAIN INJURY REHABILITATION (SID WATKINS BUILDING),Mental Health,L9 7BB,379344.00,29024.00,123247.00,23358.00,0.00,0.00,917.00,857.00,100.00,2300.00,9637.00,0.96,706.00,151.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10721.00,0.00,226103.00,0.00,0.00,0.00,0.00,55606.00,0.00,142931.00,58108.00,21137.00,21137.00,0.00,1070.00,1446.00,566.00,246.00,0.66,0.00,0.00,1418.00,1390.00,0.00,0.00,0.00,0.00,None,52837.00,1.86,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,52837.00,100.00,95.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,74957.00,8736.00,6.23,1364.00,4330.00,3. Hybrid,10633.00,0.61
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW433,BROADGREEN HOSPITAL,Mental Health,L14 3PJ,729786.00,718634.00,478224.00,189693.00,0.00,0.00,4659.00,4519.00,100.00,10521.00,2501.00,0.90,2478.00,2041.00,0.00,0.00,0.00,0.00,1.00,8.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,36900.00,52050.00,10880.00,38998.00,112790.00,247734.00,1109647.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6360.00,7774.00,4716.00,1014.00,3.00,211.00,0.03,10773.00,10551.00,218.00,3.00,0.00,0.00,None,407226.00,13.44,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,0.00,0.00,0.00,0.00,272841.00,41.00,94.00,96.00,134385.00,59.00,75.00,96.00,0.00,0.00,235145.00,69582.00,10.14,10419.00,16095.00,1. Full Service – Contracted,0.00,0.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW435,HEYS COURT,Mental Health,L19 5NG,122440.00,163960.00,73528.00,14031.00,0.00,0.00,782.00,748.00,100.00,1795.00,821.00,0.32,560.00,188.00,0.00,0.00,0.00,0.00,2.00,14.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,7650.00,8175.00,10950.00,8196.00,18025.00,74518.00,296168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2002.00,2881.00,1165.00,2366.00,3.00,49.00,0.01,1312.00,3604.00,14.00,1.00,0.00,0.00,None,115856.00,4.35,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,0.00,0.00,0.00,0.00,115856.00,100.00,95.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,34036.00,14790.00,6.90,3340.00,5160.00,3. Hybrid,0.00,0.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW438,MOSSLEY HILL HOSPITAL,Mental Health,L18 8BU,1615585.00,1178959.00,827131.00,379883.00,0.00,0.00,11611.00,10601.00,100.00,27153.00,10640.00,3.50,5092.00,4877.00,0.00,0.00,0.00,0.00,2.00,5.00,0.00,0.00,1.97,8.34,7.83,0.00,0.00,0.00,81.86,30050.00,635150.00,34185.00,80495.00,703427.00,149672.00,706689.00,3277487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21345.00,37946.00,10537.00,6412.00,10.70,115.00,0.02,13628.00,19238.00,152.00,6.00,0.00,0.00,None,580759.00,21.35,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,0.00,0.00,0.00,0.00,301995.00,28.00,93.00,90.00,278764.00,72.00,75.00,90.00,0.00,0.00,145366.00,33345.00,13.08,56797.00,87741.00,3. Hybrid,0.00,0.00
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW449,BOOTHROYD WARD,Mental Health,PR8 6PH,254124.00,257299.00,131367.00,53769.00,0.00,0.00,1405.00,1346.00,100.00,4231.00,794.00,0.21,595.00,751.00,0.00,0.00,0.00,0.00,1.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,2000.00,12100.00,10600.00,20650.00,15663.00,27245.00,111334.00,373874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1229.00,2734.00,1383.00,203.00,1.54,0.00,0.00,2309.00,1961.00,20.00,1.00,0.00,0.00,None,74169.00,2.34,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,0.00,0.00,0.00,0.00,74169.00,100.00,95.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,38807.00,19914.00,5.85,12352.00,16013.00,3. Hybrid,110964.00,2.80
RW4,MERSEY CARE NHS TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RW454,WINDSOR HOUSE,Mental Health,L8 7LF,158478.00,214524.00,75858.00,71023.00,0.00,0.00,1313.00,1235.00,100.00,3943.00,840.00,0.12,825.00,410.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,6500.00,9725.00,11400.00,8613.00,25531.00,146351.00,295644.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3225.00,2663.00,1761.00,567.00,0.93,68.00,0.01,4128.00,4507.00,6.00,0.00,0.00,0.00,None,56767.00,2.76,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,0.00,0.00,0.00,0.00,63801.00,59.00,95.00,95.00,14966.00,41.00,75.00,95.00,0.00,0.00,120908.00,26178.00,13.86,1667.00,2575.00,3. Hybrid,0.00,0.00
